"","balls","strikes","outs_when_up","inning","pitch_number","situation_score","pitch_score"
"40111",1,2,0,8,5,0,0
"40112",0,2,1,8,3,0,1
"40113",3,2,0,9,6,0,0
"40114",1,2,0,8,5,0,1
"40115",2,2,2,6,7,0,0
"40116",2,2,1,9,8,0,1
"40117",2,2,2,6,6,0,0
"40118",0,0,2,7,1,0,1
"40119",0,1,1,8,2,0,1
"40120",0,0,0,8,1,0,1
"40121",1,2,0,8,4,0,0
"40122",0,1,0,8,2,0,1
"40123",2,2,0,8,5,0,0
"40124",1,1,0,8,3,0,1
"40125",3,1,0,9,5,0,1
"40126",1,2,0,8,4,0,1
"40127",2,1,0,9,4,0,0
"40128",0,0,0,8,1,0,1
"40129",2,2,1,9,7,0,1
"40130",1,1,0,8,3,0,1
"40131",0,0,1,8,1,0,0
"40132",2,2,2,6,5,0,1
"40133",0,1,2,7,2,0,0
"40134",3,2,1,7,6,0,0
"40135",1,1,0,8,3,0,0
"40136",0,1,0,8,2,0,1
"40137",2,1,0,8,4,0,0
"40138",1,1,0,9,3,0,0
"40139",2,1,2,6,4,0,0
"40140",1,1,0,8,3,0,1
"40141",0,0,0,8,1,0,1
"40142",3,1,1,7,5,0,1
"40143",2,2,1,9,6,0,1
"40144",0,2,1,8,3,0,1
"40145",0,0,2,7,1,0,0
"40146",1,0,0,8,2,0,1
"40147",0,1,0,8,2,0,0
"40148",3,2,0,8,6,0,1
"40149",2,2,2,8,5,0,0
"40150",3,2,1,7,6,0,0
"40151",1,1,2,6,3,0,1
"40152",1,2,1,9,5,0,0
"40153",0,1,1,8,2,0,1
"40154",0,1,0,8,2,0,0
"40155",2,1,1,7,4,0,1
"40156",1,0,0,9,2,0,1
"40157",0,0,0,8,1,0,0
"40158",0,0,0,8,1,0,0
"40159",2,2,0,8,5,0,1
"40160",0,0,1,8,1,0,0
"40161",1,2,0,8,4,0,1
"40162",1,2,2,8,4,0,0
"40163",0,0,0,8,1,0,0
"40164",1,0,2,7,2,0,1
"40165",1,0,2,6,2,0,1
"40166",1,2,1,9,4,0,1
"40167",2,0,1,7,3,0,1
"40168",2,2,0,8,7,0,1
"40169",2,2,1,7,5,0,0
"40170",0,0,0,9,1,0,1
"40171",2,2,0,8,6,0,0
"40172",0,2,2,8,3,0,1
"40173",1,2,2,8,4,0,0
"40174",0,0,2,7,1,0,1
"40175",1,1,0,8,3,0,0
"40176",1,0,1,7,2,0,1
"40177",2,1,1,7,4,0,0
"40178",2,2,2,7,5,0,1
"40179",0,0,2,6,1,0,1
"40180",1,1,1,9,3,0,1
"40181",2,2,1,8,5,0,1
"40182",0,0,1,7,1,0,0
"40183",0,1,0,8,2,0,0
"40184",0,1,2,8,2,0,1
"40185",3,1,2,7,5,0,1
"40186",2,1,1,8,4,0,0
"40187",1,2,0,8,5,0,0
"40188",2,2,1,6,5,0,0
"40189",1,1,1,7,3,0,0
"40190",0,2,2,8,3,0,0
"40191",2,1,2,7,4,0,0
"40192",0,1,1,9,2,0,0
"40193",3,2,1,7,7,0,1
"40194",0,2,2,9,3,0,0
"40195",2,1,2,7,4,0,1
"40196",0,0,1,9,1,0,1
"40197",0,1,1,7,2,0,0
"40198",1,2,0,8,4,0,1
"40199",0,1,2,8,2,0,0
"40200",1,1,2,7,3,0,0
"40201",1,1,1,8,3,0,1
"40202",0,0,0,8,1,0,1
"40203",1,2,1,6,4,0,1
"40204",0,0,2,8,1,0,0
"40205",0,2,1,8,3,0,1
"40206",1,2,0,9,4,0,0
"40207",3,2,1,7,6,0,0
"40208",0,0,2,8,1,0,1
"40209",1,0,1,8,2,0,0
"40210",0,0,1,7,1,0,0
"40211",1,1,0,8,3,0,1
"40212",2,0,2,7,3,0,1
"40213",1,2,2,8,4,0,0
"40214",0,1,2,7,2,0,0
"40215",1,1,1,6,3,0,0
"40216",0,1,2,9,2,0,1
"40217",1,0,1,6,2,0,0
"40218",0,1,1,8,2,0,0
"40219",1,0,2,7,2,0,1
"40220",0,0,2,7,1,0,1
"40221",1,1,0,9,3,0,1
"40222",0,0,1,8,1,0,0
"40223",3,2,2,8,7,0,0
"40224",0,0,2,9,1,0,0
"40225",1,2,0,7,4,0,0
"40226",2,2,1,7,5,0,1
"40227",1,1,2,8,3,0,0
"40228",1,0,0,8,2,0,1
"40229",0,2,0,7,3,0,0
"40230",0,0,2,7,1,0,1
"40231",0,1,0,9,2,0,1
"40232",0,0,1,6,1,0,1
"40233",0,0,1,8,1,0,1
"40234",1,0,2,8,2,0,1
"40235",3,2,2,8,6,0,0
"40236",1,0,0,8,2,0,0
"40237",0,0,2,7,1,0,1
"40238",0,0,0,8,1,0,0
"40239",2,1,1,7,4,0,0
"40240",2,2,1,9,5,0,0
"40241",0,0,0,9,1,0,1
"40242",0,0,2,8,1,0,0
"40243",0,1,0,7,2,0,0
"40244",0,0,0,8,1,0,0
"40245",2,2,2,8,5,0,0
"40246",2,1,2,7,4,0,0
"40247",1,1,0,6,3,0,0
"40248",1,2,1,9,4,0,0
"40249",2,2,1,7,6,0,0
"40250",2,2,0,8,5,0,0
"40251",1,1,1,7,3,0,1
"40252",3,2,1,7,7,0,1
"40253",2,2,1,7,5,0,0
"40254",1,2,2,8,4,0,1
"40255",1,2,1,8,5,0,0
"40256",1,0,0,6,2,0,0
"40257",1,2,2,7,4,0,0
"40258",0,0,2,8,1,0,1
"40259",0,1,1,7,2,0,1
"40260",1,1,1,9,3,0,1
"40261",2,0,2,7,3,0,0
"40262",2,2,1,7,6,0,1
"40263",1,2,0,8,4,0,1
"40264",0,0,0,7,1,0,1
"40265",1,1,2,8,3,0,1
"40266",1,2,1,8,4,0,0
"40267",1,2,1,7,4,0,0
"40268",0,0,0,6,1,0,0
"40269",0,0,2,8,1,0,1
"40270",1,1,0,8,3,0,0
"40271",0,0,1,7,1,0,1
"40272",3,1,2,7,5,0,1
"40273",1,2,1,7,5,0,1
"40274",0,1,1,9,2,0,0
"40275",1,1,2,7,3,0,1
"40276",1,0,2,7,2,0,0
"40277",0,0,1,8,1,0,1
"40278",0,1,2,7,2,0,1
"40279",2,2,2,6,5,0,0
"40280",1,1,1,8,3,0,0
"40281",1,1,1,7,3,0,1
"40282",0,1,2,8,2,0,0
"40283",0,0,2,7,1,0,0
"40284",0,2,0,7,3,0,1
"40285",0,0,1,9,1,0,0
"40286",3,0,2,7,4,0,1
"40287",0,2,1,7,4,0,1
"40288",0,1,0,8,2,0,0
"40289",0,0,0,8,1,0,1
"40290",2,1,0,9,4,0,1
"40291",0,0,2,8,1,0,1
"40292",0,0,2,7,1,0,0
"40293",0,2,1,7,3,0,0
"40294",1,0,1,8,2,0,0
"40295",0,1,0,7,2,0,0
"40296",2,2,0,8,6,0,0
"40297",2,2,2,7,5,0,1
"40298",2,1,2,6,4,0,0
"40299",1,0,1,7,2,0,0
"40300",2,0,2,7,3,0,1
"40301",2,0,0,9,3,0,1
"40302",1,2,0,8,5,0,0
"40303",0,1,1,7,2,0,0
"40304",0,0,2,8,1,0,0
"40305",2,1,2,7,4,0,0
"40306",0,0,0,7,1,0,1
"40307",0,0,1,7,1,0,1
"40308",2,0,2,6,3,0,1
"40309",0,0,2,7,1,0,0
"40310",1,0,2,7,2,0,1
"40311",3,1,1,7,5,0,1
"40312",0,0,1,8,1,0,0
"40313",1,1,2,7,3,0,1
"40314",0,0,2,7,1,0,1
"40315",2,1,1,7,4,0,1
"40316",1,0,0,9,2,0,1
"40317",2,2,1,7,5,0,0
"40318",2,2,1,8,5,0,1
"40319",1,2,0,8,4,0,1
"40320",1,0,2,6,2,0,1
"40321",2,1,0,7,4,0,0
"40322",2,0,2,6,3,0,0
"40323",0,1,1,8,2,0,0
"40324",0,0,1,7,1,0,1
"40325",0,0,2,6,1,0,0
"40326",1,0,2,7,2,0,0
"40327",0,2,0,8,3,0,0
"40328",1,0,2,6,2,0,1
"40329",1,1,1,7,3,0,1
"40330",2,1,1,8,4,0,0
"40331",0,0,1,8,1,0,0
"40332",2,1,1,7,4,0,0
"40333",3,1,1,7,5,0,1
"40334",1,1,0,7,3,0,0
"40335",0,0,0,9,1,0,1
"40336",2,2,1,7,5,0,0
"40337",0,1,0,8,2,0,0
"40338",1,0,2,6,2,0,0
"40339",3,2,0,9,7,0,1
"40340",1,1,1,8,3,0,0
"40341",1,0,1,7,2,0,0
"40342",0,1,0,7,2,0,1
"40343",1,2,1,7,4,0,0
"40344",0,0,2,6,1,0,1
"40345",1,1,1,7,3,0,0
"40346",0,0,2,7,1,0,0
"40347",3,0,1,7,4,0,1
"40348",0,0,0,8,1,0,0
"40349",0,0,0,7,1,0,1
"40350",1,2,2,8,4,0,1
"40351",1,2,1,7,4,0,0
"40352",2,0,1,7,3,0,1
"40353",0,1,1,7,2,0,1
"40354",3,2,0,9,6,0,0
"40355",1,2,1,6,4,0,1
"40356",1,1,1,7,3,0,1
"40357",0,0,1,7,1,0,1
"40358",1,0,1,8,2,0,0
"40359",0,0,2,6,1,0,1
"40360",0,0,0,8,1,0,1
"40361",0,1,0,7,2,0,0
"40362",1,1,2,8,3,0,1
"40363",1,0,1,7,2,0,1
"40364",3,2,1,6,9,0,0
"40365",0,2,1,7,3,0,1
"40366",0,0,0,7,1,0,1
"40367",1,0,1,7,2,0,1
"40368",2,1,0,8,4,0,0
"40369",2,2,0,9,5,0,1
"40370",0,0,1,7,1,0,1
"40371",1,1,1,6,3,0,0
"40372",0,0,1,8,1,0,0
"40373",0,2,1,7,4,0,0
"40374",3,2,1,6,8,0,1
"40375",1,2,0,9,4,0,0
"40376",3,1,1,8,5,0,1
"40377",0,0,1,7,1,0,1
"40378",0,0,0,7,1,0,1
"40379",0,1,2,8,2,0,0
"40380",1,0,1,6,2,0,1
"40381",2,0,0,8,3,0,1
"40382",0,1,1,7,2,0,0
"40383",0,0,1,7,1,0,1
"40384",0,0,2,7,1,0,1
"40385",1,0,0,8,2,0,1
"40386",3,1,1,7,5,0,1
"40387",3,0,1,8,4,0,1
"40388",1,2,0,7,4,0,0
"40389",0,0,2,8,1,0,1
"40390",1,2,2,7,5,0,0
"40391",0,0,1,7,1,0,1
"40392",0,0,1,6,1,0,1
"40393",3,2,1,6,7,0,0
"40394",0,2,1,7,3,0,1
"40395",1,1,0,9,3,0,0
"40396",1,2,0,7,4,0,1
"40397",2,0,1,8,3,0,0
"40398",3,0,2,8,4,0,1
"40399",3,2,1,6,7,0,0
"40400",0,0,0,8,1,0,1
"40401",1,0,0,9,2,0,0
"40402",0,2,0,7,3,0,1
"40403",1,1,0,7,3,0,0
"40404",0,1,1,7,2,0,0
"40405",0,2,2,7,4,0,1
"40406",2,2,1,6,6,0,0
"40407",3,2,1,7,9,0,0
"40408",3,0,1,7,4,0,1
"40409",3,2,1,7,8,0,1
"40410",0,1,0,7,2,0,1
"40411",3,1,2,8,5,0,1
"40412",2,2,1,6,5,0,0
"40413",2,0,1,7,3,0,1
"40414",2,0,2,8,3,0,1
"40415",1,0,0,7,2,0,0
"40416",0,2,2,7,3,0,1
"40417",0,0,0,9,1,0,0
"40418",2,2,1,6,6,0,1
"40419",0,0,1,7,1,0,0
"40420",1,0,1,8,2,0,0
"40421",0,1,2,7,2,0,0
"40422",1,2,1,6,5,0,0
"40423",3,2,2,8,6,0,0
"40424",0,0,0,7,1,0,0
"40425",0,0,0,7,1,0,1
"40426",3,0,2,8,4,0,1
"40427",1,2,1,6,4,0,0
"40428",1,0,1,7,2,0,1
"40429",3,2,1,7,7,0,0
"40430",0,0,1,8,1,0,1
"40431",1,2,1,7,4,0,1
"40432",1,0,2,8,2,0,0
"40433",0,1,2,7,2,0,1
"40434",1,2,1,6,4,0,1
"40435",3,2,1,7,6,0,1
"40436",0,2,1,7,3,0,1
"40437",0,0,1,7,1,0,0
"40438",1,1,2,7,3,0,1
"40439",2,2,2,8,5,0,0
"40440",0,0,2,7,1,0,1
"40441",0,0,2,8,1,0,1
"40442",2,0,2,8,3,0,1
"40443",0,1,0,8,2,0,1
"40444",0,2,1,6,3,0,0
"40445",1,0,2,8,2,0,1
"40446",0,1,1,7,2,0,1
"40447",1,0,2,7,2,0,1
"40448",0,1,1,6,2,0,0
"40449",2,2,1,7,8,0,1
"40450",0,0,0,8,1,0,0
"40451",2,1,2,8,4,0,0
"40452",0,1,1,8,2,0,1
"40453",0,0,2,7,1,0,1
"40454",1,1,1,6,3,0,0
"40455",2,2,1,7,5,0,1
"40456",0,0,1,7,1,0,1
"40457",0,0,1,7,1,0,1
"40458",3,2,1,7,6,0,1
"40459",0,1,1,6,2,0,0
"40460",1,2,1,7,5,0,0
"40461",0,0,2,8,1,0,1
"40462",0,0,1,8,1,0,1
"40463",0,0,2,7,1,0,0
"40464",0,0,1,6,1,0,1
"40465",2,1,1,7,4,0,1
"40466",1,2,2,7,4,0,1
"40467",2,2,1,7,7,0,1
"40468",1,1,2,8,3,0,0
"40469",0,0,1,6,1,0,1
"40470",1,1,2,7,3,0,1
"40471",1,1,1,7,3,0,1
"40472",2,2,1,7,6,0,0
"40473",0,1,2,8,2,0,1
"40474",2,2,1,7,5,0,1
"40475",1,2,1,8,4,0,1
"40476",1,0,1,7,2,0,1
"40477",2,2,1,6,5,0,0
"40478",1,2,1,7,4,0,1
"40479",0,1,1,7,2,0,0
"40480",3,2,0,8,6,0,1
"40481",2,2,0,8,5,0,1
"40482",0,2,1,8,3,0,0
"40483",0,0,1,7,1,0,0
"40484",0,0,2,8,1,0,0
"40485",0,0,1,7,1,0,0
"40486",1,0,2,7,2,0,1
"40487",1,0,1,7,2,0,1
"40488",2,2,0,6,6,0,1
"40489",2,1,1,6,4,0,0
"40490",2,2,1,7,5,0,1
"40491",2,1,1,7,4,0,1
"40492",1,1,1,7,3,0,1
"40493",3,1,0,7,5,0,0
"40494",0,0,2,7,1,0,1
"40495",1,0,1,7,2,0,0
"40496",0,1,1,8,2,0,1
"40497",2,1,1,7,4,0,1
"40498",0,0,1,7,1,0,0
"40499",1,1,1,6,3,0,0
"40500",2,1,1,7,4,0,0
"40501",2,0,1,8,3,0,0
"40502",1,1,1,7,3,0,0
"40503",1,2,0,8,4,0,1
"40504",2,2,0,6,5,0,1
"40505",1,0,1,8,2,0,1
"40506",2,0,1,7,3,0,0
"40507",1,1,0,8,3,0,0
"40508",0,2,1,7,3,0,1
"40509",1,0,1,6,2,0,0
"40510",0,1,1,7,2,0,1
"40511",0,0,1,7,1,0,1
"40512",1,1,1,7,3,0,0
"40513",2,1,0,7,4,0,0
"40514",0,0,1,8,1,0,0
"40515",1,2,0,7,4,0,0
"40516",1,2,0,6,4,0,1
"40517",3,2,0,8,7,0,1
"40518",1,0,1,7,2,0,1
"40519",1,0,1,7,2,0,0
"40520",0,0,1,6,1,0,0
"40521",2,0,0,7,3,0,1
"40522",1,0,0,8,2,0,1
"40523",1,1,0,6,3,0,0
"40524",3,2,0,7,6,0,1
"40525",0,0,1,7,1,0,1
"40526",0,1,1,7,2,0,1
"40527",1,1,0,7,3,0,0
"40528",0,0,1,8,1,0,1
"40529",0,0,0,8,1,0,1
"40530",0,0,1,7,1,0,1
"40531",0,1,0,6,2,0,0
"40532",0,0,1,7,1,0,0
"40533",1,0,0,8,2,0,0
"40534",1,0,0,7,2,0,1
"40535",0,0,1,7,1,0,1
"40536",3,1,0,7,5,0,1
"40537",1,0,0,7,2,0,1
"40538",0,1,0,6,2,0,1
"40539",2,2,0,8,6,0,1
"40540",2,2,0,7,6,0,1
"40541",0,0,0,8,1,0,0
"40542",0,0,0,7,1,0,0
"40543",0,0,0,6,1,0,1
"40544",2,2,0,7,5,0,1
"40545",2,2,0,8,5,0,1
"40546",0,0,0,6,1,0,0
"40547",2,2,0,7,5,0,1
"40548",2,1,0,7,4,0,1
"40549",3,2,1,7,6,0,0
"40550",3,2,2,7,9,0,1
"40551",0,0,0,7,1,0,0
"40552",1,0,0,7,2,0,1
"40553",0,2,2,6,3,0,0
"40554",0,0,0,7,1,0,1
"40555",3,2,0,8,6,0,0
"40556",1,0,2,7,2,0,0
"40557",0,2,2,6,3,0,0
"40558",2,2,2,5,5,0,0
"40559",1,2,0,8,4,0,1
"40560",1,2,0,7,4,0,1
"40561",3,2,2,7,8,0,1
"40562",2,2,1,7,5,0,1
"40563",2,1,0,7,4,0,0
"40564",1,1,0,7,3,0,0
"40565",1,2,2,5,4,0,1
"40566",2,1,1,7,4,0,0
"40567",0,1,2,6,2,0,0
"40568",2,2,0,8,5,0,0
"40569",2,2,0,7,5,0,0
"40570",2,2,2,7,7,0,1
"40571",0,1,0,7,2,0,0
"40572",0,0,2,7,1,0,0
"40573",0,2,0,8,3,0,0
"40574",0,1,2,6,2,0,0
"40575",0,2,0,7,3,0,1
"40576",2,0,0,7,3,0,1
"40577",0,0,0,7,1,0,1
"40578",1,0,0,7,2,0,1
"40579",3,0,2,7,4,0,1
"40580",2,1,0,8,4,0,1
"40581",2,1,0,7,4,0,1
"40582",0,0,2,6,1,0,1
"40583",0,1,0,8,2,0,1
"40584",0,0,2,6,1,0,1
"40585",0,2,2,5,3,0,1
"40586",2,2,2,7,6,0,0
"40587",0,1,0,7,2,0,1
"40588",2,0,1,7,3,0,0
"40589",0,0,0,7,1,0,1
"40590",1,0,1,7,2,0,0
"40591",0,2,1,6,3,0,0
"40592",0,2,2,6,3,0,1
"40593",0,0,0,8,1,0,1
"40594",0,0,0,7,1,0,1
"40595",1,1,0,8,3,0,1
"40596",0,1,2,5,2,0,0
"40597",1,1,2,6,3,0,0
"40598",2,0,2,7,3,0,1
"40599",1,1,0,7,3,0,0
"40600",1,2,2,7,5,0,1
"40601",2,1,0,7,4,0,1
"40602",1,0,2,7,2,0,1
"40603",0,1,2,6,2,0,0
"40604",0,1,0,8,2,0,0
"40605",1,0,2,7,2,0,1
"40606",0,0,1,7,1,0,0
"40607",1,0,0,7,2,0,1
"40608",0,1,2,6,2,0,0
"40609",2,0,2,6,3,0,1
"40610",0,0,2,5,1,0,0
"40611",0,1,1,6,2,0,0
"40612",0,2,2,7,4,0,0
"40613",1,0,2,6,2,0,1
"40614",3,2,2,5,6,0,1
"40615",0,0,1,6,1,0,0
"40616",0,0,0,7,1,0,1
"40617",0,0,0,8,1,0,0
"40618",2,1,0,7,4,0,0
"40619",0,0,2,7,1,0,1
"40620",0,0,2,6,1,0,1
"40621",0,0,2,7,1,0,0
"40622",0,0,2,6,1,0,0
"40623",1,1,0,7,3,0,1
"40624",0,2,2,7,3,0,0
"40625",1,1,2,6,3,0,0
"40626",0,1,2,7,2,0,0
"40627",3,1,2,7,5,0,1
"40628",2,0,0,7,3,0,0
"40629",0,1,0,7,2,0,1
"40630",1,2,1,6,4,0,1
"40631",3,1,2,5,5,0,1
"40632",2,2,2,6,6,0,1
"40633",0,0,1,7,1,0,0
"40634",2,2,0,6,6,0,0
"40635",0,0,2,6,1,0,0
"40636",1,2,2,8,4,0,0
"40637",2,1,2,7,4,0,1
"40638",1,2,0,6,5,0,0
"40639",0,0,0,7,1,0,1
"40640",1,0,0,7,2,0,0
"40641",2,1,0,7,4,0,0
"40642",0,1,2,6,2,0,0
"40643",0,0,2,7,1,0,1
"40644",2,2,1,6,5,0,0
"40645",0,2,1,6,3,0,0
"40646",2,1,2,5,4,0,1
"40647",2,2,2,6,5,0,0
"40648",0,2,2,8,3,0,0
"40649",0,1,2,8,2,0,0
"40650",1,1,1,7,3,0,0
"40651",0,0,2,6,1,0,0
"40652",2,0,2,7,3,0,1
"40653",2,0,2,5,3,0,1
"40654",1,2,2,6,4,0,0
"40655",0,1,1,6,2,0,0
"40656",2,2,2,7,6,0,1
"40657",0,0,0,7,1,0,1
"40658",1,2,1,6,4,0,1
"40659",1,2,0,6,4,0,0
"40660",1,1,0,7,3,0,1
"40661",1,0,0,7,2,0,1
"40662",0,0,1,6,1,0,0
"40663",1,1,2,6,3,0,0
"40664",0,0,2,8,1,0,1
"40665",1,1,1,6,3,0,1
"40666",1,0,2,5,2,0,0
"40667",0,2,0,6,3,0,0
"40668",1,0,1,7,2,0,1
"40669",1,2,2,7,5,0,0
"40670",1,1,2,6,3,0,0
"40671",1,0,2,7,2,0,1
"40672",0,1,2,7,2,0,1
"40673",1,0,2,6,2,0,0
"40674",0,1,1,6,2,0,0
"40675",0,2,2,7,4,0,1
"40676",0,1,0,6,2,0,0
"40677",0,0,2,7,1,0,1
"40678",0,1,2,6,2,0,0
"40679",0,0,2,7,1,0,0
"40680",0,0,0,7,1,0,1
"40681",0,0,1,7,1,0,1
"40682",0,0,2,5,1,0,1
"40683",0,0,0,6,1,0,1
"40684",2,2,1,8,5,0,0
"40685",2,1,1,8,4,0,0
"40686",1,1,0,6,3,0,1
"40687",3,1,1,7,5,0,1
"40688",0,2,1,7,5,0,0
"40689",0,2,1,7,3,0,0
"40690",0,0,2,5,1,0,0
"40691",0,0,2,6,1,0,0
"40692",0,1,2,6,2,0,1
"40693",0,2,2,7,3,0,1
"40694",0,0,1,6,1,0,1
"40695",0,0,0,6,1,0,0
"40696",0,0,2,6,1,0,1
"40697",0,1,1,7,2,0,0
"40698",0,2,1,7,4,0,1
"40699",0,1,2,7,2,0,0
"40700",3,2,0,6,6,0,1
"40701",2,1,1,7,4,0,1
"40702",1,2,2,5,4,0,1
"40703",1,0,1,6,2,0,0
"40704",0,0,2,6,1,0,1
"40705",2,0,1,8,3,0,1
"40706",0,2,1,6,3,0,0
"40707",0,1,0,6,2,0,0
"40708",3,2,2,5,8,0,1
"40709",0,0,1,6,1,0,0
"40710",0,1,1,6,2,0,0
"40711",2,2,2,5,7,0,0
"40712",0,0,1,7,1,0,0
"40713",0,2,1,7,3,0,1
"40714",2,2,0,6,5,0,0
"40715",0,0,1,6,1,0,1
"40716",1,0,1,8,2,0,0
"40717",0,2,2,5,3,0,1
"40718",1,1,1,7,3,0,1
"40719",0,0,0,6,1,0,1
"40720",0,0,2,7,1,0,1
"40721",0,0,1,6,1,0,0
"40722",0,0,0,7,1,0,0
"40723",1,2,2,5,6,0,0
"40724",0,1,1,6,2,0,0
"40725",1,2,2,6,4,0,1
"40726",1,2,0,6,4,0,0
"40727",0,1,1,7,2,0,0
"40728",0,1,1,7,2,0,0
"40729",2,2,1,7,5,0,1
"40730",1,1,1,6,3,0,1
"40731",0,0,1,8,1,0,1
"40732",0,1,2,5,2,0,0
"40733",2,1,1,7,4,0,0
"40734",0,0,1,6,1,0,0
"40735",0,0,2,5,1,0,0
"40736",1,2,2,5,5,0,1
"40737",1,1,0,6,3,0,0
"40738",0,2,2,6,3,0,1
"40739",0,0,1,7,1,0,1
"40740",0,1,1,6,2,0,0
"40741",0,0,1,7,1,0,1
"40742",2,2,1,7,7,0,1
"40743",2,2,0,6,5,0,0
"40744",2,2,0,8,5,0,1
"40745",0,1,2,6,2,0,0
"40746",1,2,0,6,4,0,0
"40747",0,2,2,5,3,0,1
"40748",1,1,1,6,3,0,0
"40749",0,0,1,6,1,0,0
"40750",2,0,1,7,3,0,1
"40751",0,2,0,7,3,0,1
"40752",2,2,1,7,6,0,0
"40753",1,2,2,5,4,0,0
"40754",0,0,0,7,1,0,1
"40755",1,0,0,6,2,0,0
"40756",2,1,0,8,4,0,0
"40757",1,2,1,7,5,0,1
"40758",1,1,0,8,3,0,0
"40759",0,0,2,6,1,0,1
"40760",1,0,1,7,2,0,1
"40761",2,0,0,7,3,0,1
"40762",0,1,0,7,2,0,1
"40763",0,1,2,5,2,0,1
"40764",1,0,1,6,2,0,0
"40765",0,2,0,6,3,0,1
"40766",0,0,0,6,1,0,1
"40767",1,1,2,5,3,0,1
"40768",0,2,0,6,3,0,1
"40769",1,0,0,7,2,0,0
"40770",0,2,1,6,4,0,0
"40771",0,1,0,6,2,0,0
"40772",0,0,1,7,1,0,0
"40773",1,2,1,7,4,0,1
"40774",1,1,0,6,3,0,1
"40775",0,1,0,8,2,0,0
"40776",0,1,2,5,2,0,0
"40777",0,0,2,5,1,0,1
"40778",0,0,1,6,1,0,0
"40779",0,0,0,7,1,0,0
"40780",0,1,0,6,2,0,0
"40781",1,1,1,7,3,0,1
"40782",0,0,0,6,1,0,1
"40783",2,2,0,7,5,0,0
"40784",0,0,0,7,1,0,0
"40785",0,2,1,6,3,0,0
"40786",0,0,0,6,1,0,1
"40787",1,0,2,5,2,0,1
"40788",0,2,0,6,3,0,0
"40789",0,0,2,5,1,0,1
"40790",1,0,0,7,2,0,1
"40791",0,0,0,8,1,0,0
"40792",0,1,0,6,2,0,1
"40793",2,2,2,6,6,0,0
"40794",1,2,2,7,5,0,1
"40795",1,2,1,5,4,0,0
"40796",0,0,0,7,1,0,1
"40797",3,2,2,7,7,0,1
"40798",0,1,0,6,2,0,0
"40799",0,2,2,6,3,0,0
"40800",1,2,0,7,4,0,0
"40801",1,0,1,7,2,0,1
"40802",0,0,0,6,1,0,1
"40803",0,0,2,5,1,0,1
"40804",0,1,1,6,2,0,0
"40805",2,2,2,6,5,0,0
"40806",1,1,0,7,3,0,0
"40807",0,0,0,6,1,0,0
"40808",1,2,2,6,4,0,0
"40809",1,2,2,7,4,0,1
"40810",0,0,1,7,1,0,0
"40811",0,0,1,6,1,0,0
"40812",0,1,2,6,2,0,0
"40813",1,1,1,5,3,0,1
"40814",0,1,0,7,2,0,0
"40815",3,2,2,7,6,0,1
"40816",0,2,1,5,3,0,0
"40817",0,0,0,7,1,0,1
"40818",0,0,2,6,1,0,1
"40819",2,2,2,7,5,0,1
"40820",1,1,2,6,3,0,1
"40821",1,1,2,7,3,0,1
"40822",2,1,0,6,4,0,1
"40823",3,1,1,7,5,0,1
"40824",0,1,1,5,2,0,1
"40825",1,2,2,6,4,0,0
"40826",0,1,0,7,2,0,0
"40827",1,0,2,6,2,0,1
"40828",0,1,1,5,2,0,0
"40829",0,0,1,5,1,0,1
"40830",0,0,0,7,1,0,1
"40831",0,1,2,7,2,0,1
"40832",3,2,1,6,6,0,0
"40833",2,1,2,7,4,0,1
"40834",0,1,2,6,2,0,1
"40835",0,0,2,6,1,0,0
"40836",2,0,0,6,3,0,1
"40837",3,0,1,7,4,0,1
"40838",0,0,1,5,1,0,0
"40839",2,2,1,6,7,0,1
"40840",1,1,2,6,3,0,0
"40841",3,1,1,6,5,0,1
"40842",1,0,0,6,2,0,0
"40843",0,0,2,7,1,0,1
"40844",1,0,0,5,2,0,1
"40845",1,2,0,5,5,0,1
"40846",0,1,2,6,2,0,0
"40847",3,2,1,6,6,0,1
"40848",0,0,2,6,1,0,1
"40849",2,0,1,7,3,0,1
"40850",1,1,2,7,3,0,0
"40851",2,2,1,6,5,0,0
"40852",2,2,1,6,6,0,1
"40853",1,0,1,7,2,0,1
"40854",0,1,2,7,2,0,0
"40855",0,0,2,6,1,0,0
"40856",2,1,1,6,4,0,0
"40857",0,0,0,6,1,0,0
"40858",3,0,1,6,4,0,1
"40859",2,2,1,6,5,0,1
"40860",0,0,1,7,1,0,0
"40861",2,2,1,6,5,0,0
"40862",0,0,0,5,1,0,0
"40863",0,2,0,5,4,0,0
"40864",2,1,2,6,4,0,0
"40865",2,1,1,6,4,0,0
"40866",0,1,2,5,2,0,1
"40867",3,2,2,5,7,0,1
"40868",1,1,2,6,3,0,0
"40869",0,0,2,7,1,0,0
"40870",0,2,1,7,3,0,1
"40871",1,1,1,6,3,0,0
"40872",0,2,0,5,3,0,1
"40873",0,0,1,7,1,0,1
"40874",2,1,1,6,4,0,1
"40875",2,0,1,6,3,0,1
"40876",2,0,1,6,3,0,0
"40877",3,2,2,5,6,0,1
"40878",1,0,1,6,2,0,1
"40879",0,1,1,6,2,0,0
"40880",1,1,1,6,3,0,1
"40881",0,1,0,5,2,0,1
"40882",0,0,2,7,1,0,0
"40883",0,0,1,7,1,0,1
"40884",0,1,1,7,2,0,1
"40885",0,0,2,5,1,0,1
