"","balls","strikes","outs_when_up","inning","pitch_number","situation_score","pitch_score"
"801",0,1,0,2,2,1,1
"802",0,0,1,2,1,0,1
"803",0,0,0,2,1,1,1
"804",0,2,1,1,3,3,0
"805",2,2,0,2,6,0,1
"806",0,1,1,1,2,3,1
"807",0,1,0,2,2,0,0
"808",2,2,0,2,5,0,0
"809",0,0,0,2,1,0,0
"810",0,0,1,1,1,3,0
"811",1,2,0,2,4,0,0
"812",3,2,2,1,6,0,1
"813",1,1,0,2,3,0,0
"814",0,1,1,1,2,6,1
"815",1,0,0,2,2,0,1
"816",0,0,1,1,1,6,1
"817",3,1,2,1,5,0,1
"818",3,0,1,1,4,4,0
"819",2,1,2,1,4,0,1
"820",0,0,0,2,1,0,0
"821",2,0,1,1,3,4,0
"822",1,1,2,1,3,0,1
"823",1,2,2,1,4,3,0
"824",1,1,2,1,3,3,0
"825",0,1,2,1,2,0,0
"826",1,0,1,1,2,4,1
"827",0,0,2,1,1,0,1
"828",0,0,1,1,1,4,0
"829",1,0,2,1,2,3,0
"830",0,2,1,1,3,0,0
"831",0,0,2,1,1,3,0
"832",2,0,1,1,3,2,1
"833",3,2,1,1,6,2,1
"834",0,1,1,1,2,0,1
"835",1,0,1,1,2,2,0
"836",0,0,1,1,1,2,1
"837",0,0,1,1,1,0,1
"838",2,2,1,1,5,2,1
"839",1,2,1,1,4,2,0
"840",0,0,0,1,1,0,1
"841",0,1,0,1,2,5,1
"842",3,2,2,1,8,3,1
"843",0,2,1,1,3,2,1
"844",0,0,0,1,1,5,0
"845",3,2,2,1,7,3,0
"846",0,1,1,1,2,2,1
"847",2,1,0,1,4,1,0
"848",3,2,2,1,6,3,0
"849",2,0,0,1,3,1,0
"850",0,0,1,1,1,2,1
"851",2,2,2,1,5,3,0
"852",1,0,0,1,2,1,0
"853",1,0,1,1,2,0,1
"854",1,2,2,1,4,3,0
"855",0,0,1,1,1,0,1
"856",0,0,0,1,1,1,0
"857",0,1,0,1,2,0,1
"858",2,0,0,1,3,0,0
"859",0,2,2,1,3,3,1
"860",1,0,0,1,2,0,0
"861",0,1,2,1,2,3,0
"862",0,0,0,1,1,0,0
"863",3,1,2,1,5,1,0
"864",0,0,2,1,1,3,1
"865",0,0,0,1,1,0,1
"866",1,2,1,1,4,3,1
"867",2,1,2,1,4,1,1
"868",1,2,1,1,4,3,0
"869",1,1,2,1,3,1,1
"870",1,1,1,1,3,3,0
"871",1,1,1,1,3,3,0
"872",1,0,1,1,2,3,0
"873",1,0,2,1,2,1,0
"874",1,0,1,1,2,3,0
"875",0,0,2,1,1,1,1
"876",0,0,1,1,1,3,0
"877",0,0,1,1,1,3,0
"878",3,1,2,1,5,0,1
"879",1,1,1,1,3,1,1
"880",1,1,1,1,3,1,1
"881",1,0,1,1,2,1,0
"882",1,0,1,1,2,1,0
"883",2,1,2,1,4,0,1
"884",0,0,1,1,1,1,1
"885",1,1,2,1,3,0,0
"886",0,0,1,1,1,1,1
"887",0,1,2,1,2,0,0
"888",2,2,0,1,5,1,1
"889",3,2,1,1,6,0,1
"890",0,0,2,1,1,0,1
"891",2,1,0,1,4,1,0
"892",2,2,1,1,5,0,0
"893",1,2,1,1,4,0,1
"894",1,1,0,1,3,1,0
"895",0,0,1,1,1,0,1
"896",2,2,0,1,6,0,0
"897",0,2,1,1,3,0,0
"898",0,1,0,1,2,1,1
"899",0,0,0,1,1,1,1
"900",0,1,1,1,2,0,1
"901",2,2,0,1,5,0,0
"902",2,1,0,1,4,0,1
"903",2,1,0,1,4,0,0
"904",0,0,1,1,1,0,1
"905",1,1,0,1,3,0,1
"906",1,1,0,1,3,0,0
"907",1,1,0,1,3,0,1
"908",1,0,0,1,2,0,1
"909",0,1,0,1,2,0,1
"910",1,0,0,1,2,0,1
"911",0,0,0,1,1,0,1
"912",0,0,0,1,1,0,1
"913",0,0,0,1,1,0,1
"914",1,1,2,9,3,0,1
"915",0,1,2,9,2,0,0
"916",0,0,2,9,1,0,0
"917",3,2,2,9,6,0,0
"918",3,1,2,9,5,0,1
"919",3,0,2,9,4,0,1
"920",2,0,2,9,3,0,1
"921",1,0,2,9,2,0,0
"922",0,0,2,9,1,0,0
"923",2,2,1,9,5,0,1
"924",1,2,1,9,4,0,0
"925",1,1,1,9,3,0,0
"926",1,0,1,9,2,0,0
"927",0,0,1,9,1,0,0
"928",2,1,1,9,4,0,0
"929",1,1,1,9,3,0,0
"930",0,1,1,9,2,0,0
"931",0,0,1,9,1,0,1
"932",3,2,0,9,6,0,1
"933",3,1,0,9,5,0,1
"934",2,1,0,9,4,0,1
"935",1,1,0,9,3,0,0
"936",1,0,0,9,2,0,1
"937",0,0,0,9,1,0,0
"938",1,0,2,9,2,0,1
"939",0,0,2,9,1,0,1
"940",0,2,1,9,4,0,0
"941",0,2,1,9,3,0,1
"942",0,1,1,9,2,0,1
"943",0,0,1,9,1,0,1
"944",1,2,1,9,4,0,1
"945",0,2,1,9,3,0,1
"946",0,1,1,9,2,0,1
"947",0,0,1,9,1,0,1
"948",2,2,1,9,5,0,1
"949",1,2,1,9,4,0,1
"950",0,2,1,9,3,0,1
"951",0,1,1,9,2,0,1
"952",0,0,1,9,1,0,1
"953",3,2,0,9,6,0,1
"954",3,1,0,9,5,0,1
"955",2,1,0,9,4,0,0
"956",1,1,0,9,3,0,1
"957",0,1,0,9,2,0,1
"958",0,0,0,9,1,0,1
"959",0,2,0,9,3,0,1
"960",1,2,2,9,4,0,1
"961",0,2,2,9,3,0,0
"962",0,1,0,9,2,0,1
"963",0,0,0,9,1,0,0
"964",0,1,2,9,2,0,1
"965",0,0,2,9,1,0,0
"966",1,2,2,8,4,0,0
"967",2,0,2,9,3,0,1
"968",1,1,2,8,3,0,0
"969",1,0,2,8,2,0,0
"970",1,0,2,9,2,0,0
"971",0,0,2,8,1,0,1
"972",0,0,2,9,1,0,0
"973",1,0,1,8,2,0,1
"974",0,1,2,9,2,0,1
"975",0,0,2,9,1,0,1
"976",0,0,1,8,1,0,1
"977",2,1,2,9,4,0,1
"978",3,1,1,8,5,0,0
"979",1,1,2,9,3,0,1
"980",0,0,2,9,1,0,1
"981",2,1,1,8,4,0,1
"982",0,0,1,9,1,0,1
"983",0,1,2,9,2,0,1
"984",1,1,1,8,3,0,1
"985",0,0,2,9,1,0,1
"986",3,2,0,9,7,0,1
"987",1,2,1,9,4,0,1
"988",0,1,1,8,2,0,0
"989",2,2,0,9,6,0,1
"990",1,1,1,9,3,0,1
"991",0,0,1,8,1,0,0
"992",2,2,0,9,5,0,0
"993",0,2,1,8,3,0,1
"994",1,2,0,9,4,0,0
"995",0,1,1,9,2,0,0
"996",1,1,0,9,3,0,1
"997",0,0,1,9,1,0,1
"998",0,1,1,8,2,0,1
"999",2,2,0,9,5,0,1
"1000",0,0,1,8,1,0,1
"1001",0,1,0,9,2,0,1
"1002",1,2,0,9,4,0,1
"1003",0,0,0,8,1,0,1
"1004",0,0,0,9,1,0,1
"1005",2,2,2,9,5,0,0
"1006",1,1,0,9,3,0,1
"1007",3,2,0,8,7,0,0
"1008",0,1,0,9,2,0,1
"1009",2,2,0,8,6,0,0
"1010",1,2,2,9,4,0,0
"1011",2,2,0,8,5,0,0
"1012",0,2,2,9,3,0,1
"1013",0,0,0,9,1,0,1
"1014",2,1,0,9,4,0,1
"1015",1,2,0,8,4,0,1
"1016",0,1,2,9,2,0,0
"1017",1,1,0,8,3,0,0
"1018",0,0,2,9,1,0,0
"1019",1,1,0,9,3,0,1
"1020",1,0,0,8,2,0,0
"1021",1,0,1,9,2,0,1
"1022",0,1,0,9,2,0,0
"1023",0,0,0,9,1,0,0
"1024",0,0,0,8,1,0,0
"1025",0,0,1,9,1,0,0
"1026",1,1,2,8,3,0,1
"1027",2,1,0,9,4,0,1
"1028",3,2,1,9,8,0,1
"1029",1,1,0,9,3,0,0
"1030",1,0,2,8,2,0,1
"1031",2,2,1,9,7,0,1
"1032",0,1,0,9,2,0,0
"1033",2,2,1,9,6,0,1
"1034",0,0,2,8,1,0,1
"1035",2,1,1,8,4,0,1
"1036",0,0,0,9,1,0,0
"1037",2,2,1,9,5,0,0
"1038",2,0,1,8,3,0,1
"1039",1,0,0,9,2,0,1
"1040",2,1,1,9,4,0,1
"1041",1,1,1,9,3,0,1
"1042",1,0,1,8,2,0,1
"1043",0,0,0,9,1,0,0
"1044",0,1,1,9,2,0,1
"1045",0,0,1,8,1,0,1
"1046",0,2,2,8,3,0,0
"1047",0,0,1,9,1,0,1
"1048",0,1,2,8,2,0,0
"1049",3,2,1,8,7,0,0
"1050",3,2,1,9,7,0,1
"1051",2,2,1,8,6,0,1
"1052",0,0,2,8,1,0,0
"1053",2,2,2,8,5,0,0
"1054",2,2,1,8,5,0,1
"1055",3,2,1,9,6,0,0
"1056",1,2,1,8,4,0,1
"1057",1,2,2,8,4,0,1
"1058",3,1,1,9,5,0,0
"1059",1,1,2,8,3,0,0
"1060",2,1,1,9,4,0,1
"1061",0,2,1,8,3,0,1
"1062",0,1,1,8,2,0,1
"1063",1,1,1,9,3,0,1
"1064",0,1,2,8,2,0,1
"1065",0,0,2,8,1,0,0
"1066",0,0,1,8,1,0,0
"1067",1,0,1,9,2,0,1
"1068",0,0,1,9,1,0,1
"1069",0,0,1,8,1,0,1
"1070",3,2,2,8,8,0,1
"1071",0,0,1,9,1,0,1
"1072",1,2,0,8,4,0,1
"1073",3,2,2,8,7,0,0
"1074",3,2,2,8,6,0,0
"1075",1,0,0,9,2,0,0
"1076",1,1,0,8,3,0,0
"1077",2,2,2,8,5,0,1
"1078",0,0,0,9,1,0,0
"1079",1,0,0,8,2,0,0
"1080",3,1,0,9,5,0,1
"1081",0,0,0,8,1,0,1
"1082",1,2,2,8,4,0,1
"1083",2,1,0,9,4,0,0
"1084",2,0,0,8,3,0,1
"1085",1,1,2,8,3,0,0
"1086",0,1,2,8,2,0,1
"1087",1,0,0,8,2,0,1
"1088",1,1,0,9,3,0,0
"1089",0,0,2,8,1,0,1
"1090",0,1,0,9,2,0,0
"1091",0,0,0,8,1,0,0
"1092",0,1,1,8,2,0,1
"1093",0,0,0,9,1,0,1
"1094",1,2,2,7,5,0,1
"1095",0,2,2,7,4,0,1
"1096",1,2,2,8,4,0,1
"1097",0,0,1,8,1,0,0
"1098",2,1,1,8,4,0,0
"1099",0,2,2,7,3,0,1
"1100",0,2,2,8,3,0,0
"1101",0,1,2,8,2,0,0
"1102",1,1,1,8,3,0,1
"1103",0,1,2,7,2,0,1
"1104",0,0,2,7,1,0,1
"1105",0,0,2,8,1,0,0
"1106",0,1,1,8,2,0,1
"1107",0,0,1,8,1,0,1
"1108",2,2,0,8,5,0,0
"1109",0,2,2,7,3,0,1
"1110",0,0,0,8,1,0,0
"1111",2,1,0,8,4,0,1
"1112",0,1,2,7,2,0,1
"1113",1,1,0,8,3,0,1
"1114",0,0,2,7,1,0,1
"1115",1,2,2,8,4,0,1
"1116",2,2,1,7,5,0,1
"1117",0,1,0,8,2,0,1
"1118",1,1,2,8,3,0,0
"1119",2,1,1,7,4,0,1
"1120",1,0,2,8,2,0,1
"1121",0,0,0,8,1,0,1
"1122",2,2,0,8,5,0,1
"1123",0,0,2,8,1,0,1
"1124",1,1,1,7,3,0,1
"1125",0,0,2,8,1,0,0
"1126",1,2,0,8,4,0,0
"1127",1,0,1,7,2,0,1
"1128",1,2,1,8,4,0,1
"1129",0,2,0,8,3,0,1
"1130",0,0,1,7,1,0,1
"1131",1,1,1,8,3,0,0
"1132",3,2,0,7,7,0,1
"1133",0,1,0,8,2,0,0
"1134",0,0,0,8,1,0,0
"1135",0,1,1,8,2,0,1
"1136",2,2,0,7,6,0,1
"1137",1,0,0,8,2,0,1
"1138",0,0,1,8,1,0,1
"1139",2,2,0,7,5,0,1
"1140",0,0,0,8,1,0,1
"1141",0,2,0,8,3,0,1
"1142",1,2,0,7,4,0,1
"1143",0,1,0,8,2,0,0
"1144",1,1,0,7,3,0,1
"1145",1,0,0,8,2,0,1
"1146",0,0,0,8,1,0,0
"1147",0,0,0,8,1,0,0
"1148",1,0,0,7,2,0,1
"1149",0,2,2,7,4,0,1
"1150",0,0,0,7,1,0,1
"1151",2,2,2,8,5,0,1
"1152",3,2,0,7,6,0,1
"1153",2,1,2,8,4,0,0
"1154",0,2,2,7,3,0,0
"1155",0,1,2,7,2,0,0
"1156",2,0,2,8,3,0,0
"1157",2,2,0,7,5,0,1
"1158",0,0,2,7,1,0,0
"1159",1,0,2,8,2,0,1
"1160",1,2,0,7,4,0,1
"1161",1,2,2,7,5,0,0
"1162",0,0,2,8,1,0,0
"1163",1,1,0,7,3,0,1
"1164",0,2,2,7,4,0,1
"1165",0,1,1,8,2,0,0
"1166",1,0,0,7,2,0,0
"1167",0,0,0,7,1,0,1
"1168",0,2,2,7,3,0,1
"1169",0,0,1,8,1,0,0
"1170",2,1,2,7,4,0,1
"1171",0,1,2,7,2,0,1
"1172",0,1,1,8,2,0,0
"1173",0,0,1,8,1,0,1
"1174",2,0,2,7,3,0,0
"1175",0,0,2,7,1,0,1
"1176",0,2,1,7,3,0,0
"1177",1,0,2,7,2,0,0
"1178",3,0,1,8,4,0,1
"1179",0,1,1,7,2,0,1
"1180",2,0,1,8,3,0,0
"1181",0,0,2,7,1,0,1
"1182",0,0,1,7,1,0,0
"1183",1,0,1,8,2,0,1
"1184",0,1,2,7,2,0,1
"1185",0,0,2,7,1,0,1
"1186",0,0,1,8,1,0,0
"1187",2,1,1,7,4,0,0
"1188",1,1,1,7,3,0,1
"1189",1,1,1,7,3,0,1
"1190",2,2,0,8,5,0,0
"1191",1,0,1,7,2,0,1
"1192",1,2,0,8,4,0,0
"1193",1,0,1,7,2,0,0
"1194",0,0,1,7,1,0,0
"1195",0,2,0,8,3,0,0
"1196",0,0,1,7,1,0,0
"1197",0,1,0,8,2,0,0
"1198",2,2,0,7,5,0,0
"1199",1,2,0,7,4,0,0
"1200",1,1,0,7,3,0,1
"1201",0,0,0,8,1,0,0
"1202",2,1,0,7,4,0,1
"1203",0,0,2,7,1,0,1
"1204",2,0,0,7,3,0,1
"1205",1,0,0,7,2,0,0
"1206",0,0,2,7,1,0,1
"1207",0,0,0,7,1,0,0
"1208",1,0,0,7,2,0,1
"1209",0,0,0,7,1,0,1
"1210",2,2,2,7,6,0,0
"1211",0,1,1,7,2,0,1
"1212",0,0,1,7,1,0,1
"1213",1,2,2,7,5,0,0
"1214",3,2,1,6,8,0,1
"1215",3,2,1,6,7,0,1
"1216",1,2,2,7,4,0,0
"1217",2,1,1,7,4,0,0
"1218",2,2,1,6,6,0,1
"1219",1,1,2,7,3,0,0
"1220",1,1,1,7,3,0,1
"1221",0,1,1,7,2,0,0
"1222",1,0,2,7,2,0,1
"1223",1,2,1,6,5,0,0
"1224",1,2,1,6,4,0,1
"1225",0,0,1,7,1,0,1
"1226",0,0,2,7,1,0,0
"1227",1,1,2,7,3,0,0
"1228",1,1,1,6,3,0,1
"1229",0,2,0,7,3,0,0
"1230",1,0,2,7,2,0,1
"1231",0,1,0,7,2,0,1
"1232",1,0,1,6,2,0,0
"1233",0,0,1,6,1,0,1
"1234",0,0,2,7,1,0,0
"1235",0,0,0,7,1,0,1
"1236",3,2,1,7,6,0,0
"1237",2,1,2,7,4,0,1
"1238",3,2,1,6,7,0,1
"1239",3,1,1,7,5,0,0
"1240",1,1,2,7,3,0,0
"1241",2,2,1,6,6,0,1
"1242",1,0,1,7,2,0,0
"1243",1,2,1,6,5,0,0
"1244",2,1,1,7,4,0,1
"1245",0,0,1,7,1,0,1
"1246",0,2,1,6,4,0,0
"1247",1,1,1,7,3,0,0
"1248",0,1,1,7,2,0,0
"1249",0,2,1,6,3,0,1
"1250",2,2,1,7,6,0,1
"1251",2,2,1,7,5,0,0
"1252",0,0,1,7,1,0,1
"1253",0,1,1,6,2,0,1
"1254",0,2,0,7,3,0,0
"1255",2,1,1,7,4,0,0
"1256",0,0,1,6,1,0,1
"1257",2,2,0,6,5,0,0
"1258",1,1,1,7,3,0,1
"1259",0,1,0,7,2,0,0
"1260",0,0,0,7,1,0,0
"1261",2,1,0,6,4,0,1
"1262",1,0,1,7,2,0,1
"1263",1,1,0,6,3,0,0
"1264",2,1,0,7,4,0,0
"1265",0,0,1,7,1,0,0
"1266",2,0,0,7,3,0,1
"1267",1,0,0,6,2,0,1
"1268",2,0,1,7,3,0,1
"1269",0,0,0,6,1,0,1
"1270",1,0,0,7,2,0,1
"1271",1,0,1,7,2,0,0
"1272",3,2,0,6,7,0,1
"1273",0,0,1,7,1,0,0
"1274",0,0,0,7,1,0,1
"1275",0,0,0,7,1,0,0
"1276",3,2,0,6,6,0,1
"1277",0,2,0,7,3,0,1
"1278",0,0,2,6,1,0,1
"1279",0,1,0,7,2,0,0
"1280",2,2,0,6,5,0,1
"1281",1,2,0,6,4,0,1
"1282",0,0,0,7,1,0,0
"1283",3,2,1,6,7,0,1
"1284",1,2,2,6,5,0,0
"1285",2,2,1,6,6,0,1
"1286",0,2,0,6,3,0,0
"1287",1,2,1,6,5,0,0
"1288",0,1,0,6,2,0,0
"1289",0,2,2,6,4,0,1
"1290",0,0,0,6,1,0,1
"1291",0,2,1,6,4,0,1
"1292",0,2,2,6,3,0,1
"1293",0,1,2,6,2,0,1
"1294",1,1,0,6,3,0,0
"1295",0,2,1,6,3,0,1
"1296",0,0,2,6,1,0,1
"1297",0,1,0,6,2,0,0
"1298",0,1,1,6,2,0,1
"1299",0,2,2,6,3,0,1
"1300",0,0,0,6,1,0,1
"1301",0,0,1,6,1,0,1
"1302",0,0,0,6,1,0,1
"1303",2,2,2,6,6,0,1
"1304",0,1,2,6,2,0,1
"1305",0,0,2,6,1,0,1
"1306",1,2,2,6,5,0,1
"1307",2,1,2,6,4,0,0
"1308",1,2,1,6,4,0,0
"1309",1,2,2,6,4,0,0
"1310",2,0,2,6,3,0,0
"1311",1,1,1,6,3,0,0
"1312",1,0,2,6,2,0,1
"1313",1,1,2,6,3,0,1
"1314",0,0,2,6,1,0,1
"1315",1,0,2,6,2,0,0
"1316",1,0,1,6,2,0,1
"1317",0,0,2,6,1,0,0
"1318",1,1,1,6,3,0,0
"1319",0,0,1,6,1,0,0
"1320",1,0,1,6,2,0,1
"1321",0,1,1,6,2,0,1
"1322",1,2,1,6,4,0,0
"1323",0,0,1,6,1,0,1
"1324",0,2,1,6,3,0,0
"1325",0,0,1,6,1,0,1
"1326",0,1,1,6,2,0,0
"1327",1,2,0,6,4,0,1
"1328",0,1,1,6,2,0,1
"1329",0,0,1,6,1,0,1
"1330",1,1,0,6,3,0,0
"1331",0,0,1,6,1,0,1
"1332",0,1,0,6,2,0,0
"1333",1,2,0,6,4,0,0
"1334",1,0,1,6,2,0,1
"1335",0,0,1,6,1,0,1
"1336",1,1,0,6,3,0,0
"1337",0,0,0,6,1,0,0
"1338",2,2,0,6,5,0,0
"1339",1,0,0,6,2,0,1
"1340",0,0,2,5,1,0,0
"1341",0,0,0,6,1,0,0
"1342",1,2,1,5,4,0,0
"1343",1,2,0,6,4,0,1
"1344",0,2,0,6,3,0,1
"1345",1,2,2,5,4,0,0
"1346",1,1,1,5,3,0,1
"1347",0,1,1,5,2,0,1
"1348",0,2,2,5,3,0,1
"1349",0,1,0,6,2,0,1
"1350",0,0,0,6,1,0,1
"1351",0,0,1,5,1,0,0
"1352",0,1,2,5,2,0,1
"1353",1,0,0,5,2,0,0
"1354",0,0,2,5,1,0,0
"1355",3,2,2,6,7,0,1
"1356",3,1,2,5,5,0,1
"1357",0,0,0,5,1,0,0
"1358",3,2,2,6,6,0,1
"1359",2,1,2,5,4,0,1
"1360",2,2,2,6,5,0,1
"1361",1,1,2,5,3,0,0
"1362",1,1,2,5,3,0,1
"1363",1,2,1,6,4,0,1
"1364",1,0,2,5,2,0,1
"1365",0,1,2,5,2,0,1
"1366",0,0,2,5,1,0,1
"1367",1,1,1,6,3,0,1
"1368",2,1,1,5,4,0,0
"1369",0,0,2,5,1,0,1
"1370",1,0,1,6,2,0,1
"1371",1,1,1,5,3,0,0
"1372",0,0,1,6,1,0,1
"1373",0,0,1,5,1,0,1
"1374",0,1,1,5,2,0,1
"1375",0,1,1,6,2,0,0
"1376",0,0,0,5,1,0,1
"1377",2,1,2,5,4,0,1
"1378",0,0,1,5,1,0,0
"1379",0,0,1,6,1,0,0
"1380",2,0,2,5,3,0,1
"1381",3,2,0,5,6,0,0
"1382",0,0,1,6,1,0,1
"1383",1,0,2,5,2,0,1
"1384",1,0,0,6,2,0,1
"1385",3,1,0,5,5,0,0
"1386",3,0,0,5,4,0,1
"1387",0,0,0,6,1,0,1
"1388",0,0,2,5,1,0,1
"1389",2,0,0,5,3,0,0
"1390",2,2,1,5,5,0,0
"1391",2,1,2,5,4,0,1
"1392",1,2,1,5,4,0,0
"1393",2,0,2,5,3,0,1
"1394",1,0,0,5,2,0,1
"1395",1,0,2,5,2,0,1
"1396",1,1,1,5,3,0,0
"1397",0,0,0,5,1,0,1
"1398",1,0,1,5,2,0,1
"1399",0,0,2,5,1,0,1
"1400",1,0,2,4,2,0,0
"1401",0,0,2,4,1,0,0
"1402",0,2,1,5,4,0,0
"1403",0,0,1,5,1,0,1
"1404",0,2,1,4,4,0,0
"1405",3,1,0,5,5,0,1
"1406",0,2,1,5,3,0,1
"1407",2,1,0,5,4,0,1
"1408",0,2,1,4,3,0,0
"1409",0,1,1,5,2,0,1
"1410",0,0,1,5,1,0,1
"1411",1,1,0,5,3,0,1
"1412",0,1,1,4,2,0,1
"1413",1,0,0,5,2,0,0
"1414",3,2,0,5,6,0,1
"1415",0,0,1,4,1,0,1
"1416",0,2,0,4,3,0,0
"1417",2,2,0,5,5,0,1
"1418",0,0,0,5,1,0,1
"1419",1,0,2,4,2,0,1
"1420",1,2,0,5,4,0,1
"1421",0,1,0,4,2,0,0
"1422",0,0,0,4,1,0,1
"1423",1,1,0,5,3,0,0
"1424",0,0,2,4,1,0,1
"1425",1,1,1,4,3,0,0
"1426",2,0,0,4,3,0,1
"1427",1,0,0,5,2,0,1
"1428",1,0,1,4,2,0,0
"1429",1,0,0,4,2,0,1
"1430",0,0,0,5,1,0,1
"1431",0,0,0,4,1,0,1
"1432",1,1,2,5,3,0,1
"1433",0,0,1,4,1,0,0
"1434",2,0,2,4,3,0,0
"1435",0,1,2,5,2,0,0
"1436",1,1,0,4,3,0,0
"1437",1,0,0,4,2,0,0
"1438",0,0,2,5,1,0,1
"1439",1,0,2,4,2,0,0
"1440",1,1,1,5,3,0,0
"1441",0,0,2,4,1,0,1
"1442",0,0,0,4,1,0,0
"1443",3,2,1,4,6,0,0
"1444",1,1,2,4,3,0,0
"1445",0,1,1,5,2,0,1
"1446",0,0,1,5,1,0,0
"1447",0,1,2,4,2,0,0
"1448",2,2,1,4,5,0,1
"1449",1,2,1,4,4,0,0
"1450",0,0,2,4,1,0,1
"1451",2,2,0,5,5,0,0
"1452",1,2,0,5,4,0,1
"1453",2,1,1,4,4,0,1
"1454",1,1,1,4,3,0,0
"1455",1,0,1,4,2,0,0
"1456",1,1,1,4,3,0,0
"1457",1,1,0,5,3,0,1
"1458",1,0,1,4,2,0,0
"1459",0,0,1,4,1,0,1
"1460",0,1,0,5,2,0,0
"1461",0,0,0,5,1,0,0
"1462",0,0,1,4,1,0,0
"1463",0,0,1,4,1,0,1
"1464",1,2,0,5,4,0,1
"1465",1,2,0,4,4,0,1
"1466",2,0,0,4,3,0,0
"1467",1,0,0,4,2,0,1
"1468",1,1,0,5,3,0,1
"1469",1,1,0,4,3,0,0
"1470",0,1,0,5,2,0,1
"1471",0,1,0,4,2,0,1
"1472",0,0,0,4,1,0,1
"1473",0,0,0,5,1,0,0
"1474",1,2,2,3,4,0,1
"1475",0,0,0,4,1,0,1
"1476",1,1,2,3,3,0,1
"1477",1,1,2,4,3,0,1
"1478",1,1,2,3,3,0,0
"1479",0,1,2,4,2,0,1
"1480",0,1,2,3,2,0,0
"1481",0,1,2,3,2,0,1
"1482",0,0,2,4,1,0,1
"1483",0,0,2,3,1,0,1
"1484",0,0,2,3,1,0,1
"1485",2,2,1,3,6,0,0
"1486",2,2,1,4,5,0,0
"1487",3,2,2,3,6,0,0
"1488",2,2,2,3,5,0,1
"1489",2,2,1,3,5,0,0
"1490",1,2,1,4,4,0,1
"1491",1,1,1,4,3,0,0
"1492",1,2,2,3,4,0,0
"1493",2,1,1,3,4,0,0
"1494",1,1,2,3,3,0,1
"1495",1,0,1,4,2,0,1
"1496",2,0,1,3,3,0,0
"1497",1,0,1,3,2,0,0
"1498",0,1,2,3,2,0,1
"1499",0,0,1,4,1,0,1
"1500",1,1,0,4,3,0,1
"1501",0,0,2,3,1,0,1
"1502",0,0,1,3,1,0,0
"1503",0,1,0,4,2,0,1
"1504",2,2,1,3,6,0,1
"1505",0,0,1,3,1,0,0
"1506",0,0,0,4,1,0,1
"1507",2,2,1,3,5,0,0
"1508",1,2,1,3,4,0,0
"1509",2,1,1,3,4,0,1
"1510",1,1,1,3,3,0,0
"1511",0,0,2,4,1,0,0
"1512",2,2,1,4,5,0,0
"1513",1,1,1,3,3,0,0
"1514",1,0,1,3,2,0,1
"1515",0,1,1,3,2,0,0
"1516",0,0,1,3,1,0,0
"1517",1,2,1,4,4,0,0
"1518",1,1,1,4,3,0,1
"1519",0,0,1,3,1,0,0
"1520",3,1,1,3,5,0,0
"1521",2,1,0,3,4,0,1
"1522",2,1,1,3,4,0,0
"1523",1,0,1,4,2,0,0
"1524",1,1,1,3,3,0,0
"1525",1,1,0,3,3,0,0
"1526",0,0,1,4,1,0,1
"1527",1,0,0,3,2,0,1
"1528",1,1,1,4,3,0,0
"1529",1,0,1,3,2,0,1
"1530",0,0,0,3,1,0,0
"1531",0,1,1,4,2,0,1
"1532",0,0,1,3,1,0,0
"1533",0,0,1,4,1,0,0
"1534",1,2,0,3,5,0,1
"1535",0,2,0,3,3,0,1
"1536",1,2,0,3,4,0,0
"1537",3,2,0,4,6,0,1
"1538",0,1,0,3,2,0,1
"1539",0,2,0,3,3,0,1
"1540",0,0,0,3,1,0,0
"1541",2,2,0,4,5,0,1
"1542",2,1,0,4,4,0,0
"1543",0,1,0,3,2,0,0
"1544",2,2,0,3,7,0,0
"1545",0,0,0,3,1,0,0
"1546",2,0,0,4,3,0,1
"1547",1,2,0,3,6,0,0
"1548",1,0,0,4,2,0,0
"1549",1,2,0,3,5,0,1
"1550",1,2,2,3,4,0,0
"1551",1,2,0,3,4,0,0
"1552",1,1,2,3,3,0,1
"1553",0,0,0,4,1,0,1
"1554",0,1,2,3,2,0,1
"1555",1,1,0,3,3,0,0
"1556",1,0,2,3,2,0,0
"1557",0,0,2,3,1,0,1
"1558",0,0,2,3,1,0,1
"1559",1,0,0,3,2,0,0
"1560",0,0,0,3,1,0,0
"1561",1,2,1,3,5,0,0
"1562",0,0,1,3,1,0,1
"1563",2,1,0,3,4,0,0
"1564",0,2,2,3,4,0,0
"1565",1,2,1,3,4,0,1
"1566",0,2,1,3,3,0,1
"1567",0,2,2,3,3,0,0
"1568",1,1,0,3,3,0,0
"1569",1,0,0,3,2,0,1
"1570",0,1,2,3,2,0,0
"1571",0,1,1,3,2,0,1
"1572",0,0,1,3,1,0,1
"1573",0,0,2,3,1,0,0
"1574",0,0,0,3,1,0,1
"1575",1,0,0,3,2,0,1
"1576",2,1,2,2,4,0,1
"1577",3,1,2,3,5,0,1
"1578",2,1,2,3,4,0,1
"1579",1,1,2,2,3,0,1
"1580",0,0,0,3,1,0,1
"1581",3,2,2,3,6,0,0
"1582",2,0,2,3,3,0,1
"1583",0,1,2,2,2,0,0
"1584",1,0,2,3,2,0,0
"1585",0,0,2,2,1,0,1
"1586",3,1,2,3,5,0,0
